objID,type,flags,clean,score,specObjID,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z,ra,dec,angular_distance_arcsec,SNID,SN_RA,SN_Dec,Galaxy_RA_sdss,Galaxy_Dec_sdss,F160W_Mag,F160W_Mag_Error,F160W_Flux,F160W_Flux_Error,F140W_Mag,F140W_Mag_Error,F140W_Flux,F140W_Flux_Error,F625W_Mag,F625W_Mag_Error,F625W_Flux,F625W_Flux_Error,F125W_Mag,F125W_Mag_Error,F125W_Flux,F125W_Flux_Error,F110W_Mag,F110W_Mag_Error,F110W_Flux,F110W_Flux_Error,F125LP;N/A_Mag,F125LP;N/A_Mag_Error,F125LP;N/A_Flux,F125LP;N/A_Flux_Error,F775W_Mag,F775W_Mag_Error,F775W_Flux,F775W_Flux_Error,F105W_Mag,F105W_Mag_Error,F105W_Flux,F105W_Flux_Error
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237655464306409997,3,35253360132368,1,0.84504,8014187809794707456,22.34704,0.2994012,21.78049,0.08138751,20.60938,0.04869543,19.8708,0.03637626,19.42273,0.1077898,189.026586967532,62.0832755739788,179.76827301848445,Qiqirn,189.108208,62.115444,189.026586967532,62.0832755739788,19.987370903706772,0.006999999999999999,853.73547,4.9200193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668868,3,105622137864464,1,0.8822821,5648704524820697088,22.9461,0.6163685,22.9263,0.2795543,22.07428,0.1915877,21.13087,0.1239517,22.2165,0.8576286,215.16972053258,53.0335495271926,156.1940034121845,rutledge,215.200442,53.072811,215.16972053258,53.0335495271926,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668160,3,52845546181136,1,0.8822821,1493015340857190400,20.91365,0.2359824,18.88799,0.01912433,17.63998,0.01012771,17.15179,0.009456444,16.89606,0.02335627,215.171570232608,53.1139499636566,160.71553381315698,rutledge,215.200442,53.072811,215.171570232608,53.1139499636566,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668024,3,35253360136208,1,0.8822821,7562871267092877312,17.54956,0.01546092,15.80606,0.002935531,15.0393,0.002521296,14.67916,0.00251169,14.41076,0.004130565,215.225714199184,53.118243501209,172.43994017641506,rutledge,215.200442,53.072811,215.225714199184,53.118243501209,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668525,3,68988043520,1,0.8822821,7562872641482412032,23.22938,1.208266,20.95502,0.0760415,19.20791,0.0248682,18.58193,0.02094009,18.18757,0.0483354,215.202516176243,53.1065940442455,121.70160796261905,rutledge,215.200442,53.072811,215.202516176243,53.1065940442455,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668199,3,140806476398848,1,0.8822821,7562872366604505088,22.74708,0.5170854,20.9435,0.05011714,19.2523,0.01784185,18.58445,0.014593,18.29284,0.0348443,215.250327946689,53.0932230159757,130.52236039640755,rutledge,215.200442,53.072811,215.250327946689,53.0932230159757,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668025,3,35253360136208,1,0.8822821,1493018089636259840,20.51381,0.2115846,18.17018,0.01346852,16.99459,0.007645789,16.47912,0.007031099,16.1787,0.01639027,215.237962511203,53.1055424648583,143.05723240369528,rutledge,215.200442,53.072811,215.237962511203,53.1055424648583,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237661386531668830,3,68987912960,1,0.8822821,9463425518340952064,23.10664,0.6233615,23.51331,0.4127553,21.58482,0.115466,20.48939,0.06279925,19.82615,0.1193831,215.141803617518,53.0497620601709,151.58800281224995,rutledge,215.200442,53.072811,215.141803617518,53.0497620601709,16.90016376084963,0.0009,13318.956857142857,2.047565985714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
